dataset_id,slug,titulo,categoria,organizacion,recurso_nombre,formato,url_origen,ruta_local,bytes,http_status,sha256
44,calidad-del-aire,Calidad del Aire,Medio Ambiente y Desarrollo Sustentable,Secretaría de Infraestructura y Desarrollo Sostenible,1752767174302-medicion de aire_2025.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/44/1752767174302-medicion de aire_2025.xlsx,datasets/44-calidad-del-aire/archivos/medicion de aire_2025.xlsx,42757,200,ce44d30f1a3a435117437274d198ad236ecddbae6328380b116ab7bb749e8c19
45,calles-por-la-vida,Calles por la Vida,Medio Ambiente y Desarrollo Sustentable,Secretaría de Infraestructura y Desarrollo Sostenible,calles_por_la_vida.jpg,,https://datos.lujandecuyo.gob.ar/recursos/dataset/45/calles_por_la_vida.jpg,datasets/45-calles-por-la-vida/archivos/calles_por_la_vida.jpg,208210,200,c7bb22c078ca9c529e07a52243fb86601db70f63b9b428c869fb9907189b44b7
46,protocolo-de-accion,Protocolo de Acción,Género y Diversidad,Dirección de Género y Diversidad,protocolo-de-accion_genero.pdf,,https://datos.lujandecuyo.gob.ar/recursos/dataset/46/protocolo-de-accion_genero.pdf,datasets/46-protocolo-de-accion/archivos/protocolo-de-accion_genero.pdf,4104756,200,bfe1e98fa6914515ee7051eca1a2ec31996656b3194c569b21df3f5c9476d0c3
47,educacion-y-participacion,Educación y Participación,Medio Ambiente y Desarrollo Sustentable,Secretaría de Infraestructura y Desarrollo Sostenible,acuero_quilmes.jpg,,https://datos.lujandecuyo.gob.ar/recursos/dataset/47/acuero_quilmes.jpg,datasets/47-educacion-y-participacion/archivos/acuero_quilmes.jpg,373067,200,8c9c1fcaeb47d3b6b011683346c72a782c645483b8464d4aa0dcb997f5c537c9
48,calidad-del-agua,Calidad del Agua,Medio Ambiente y Desarrollo Sustentable,Coordinación de la Unidad de Aguas y Servicios Sanitarios,analisis_efluentes-2022.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/48/analisis_efluentes-2022.xlsx,datasets/48-calidad-del-agua/archivos/analisis_efluentes-2022.xlsx,35006,200,2e50245e6c88d5cee73d14d5fa106dc7a1425f31e61e2ccd0de4e3c2702207b2
48,calidad-del-agua,Calidad del Agua,Medio Ambiente y Desarrollo Sustentable,Coordinación de la Unidad de Aguas y Servicios Sanitarios,analisis-de-agua-establecimiento-depurador.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/48/analisis-de-agua-establecimiento-depurador.xlsx,datasets/48-calidad-del-agua/archivos/analisis-de-agua-establecimiento-depurador.xlsx,45722,200,dfe71a21ea1f14daf96928ca78e47bbfad223e99880b1498b25cb2a6e7629312
48,calidad-del-agua,Calidad del Agua,Medio Ambiente y Desarrollo Sustentable,Coordinación de la Unidad de Aguas y Servicios Sanitarios,analisis-perforaciones_1.pdf,,https://datos.lujandecuyo.gob.ar/recursos/dataset/48/analisis-perforaciones_1.pdf,datasets/48-calidad-del-agua/archivos/analisis-perforaciones_1.pdf,2614899,200,ad5f44ed4c6b6f579c61f3035ca9e5c07f726e0bcfc42ae4f51256393b6481ae
48,calidad-del-agua,Calidad del Agua,Medio Ambiente y Desarrollo Sustentable,Coordinación de la Unidad de Aguas y Servicios Sanitarios,analisis-plantas_1.pdf,,https://datos.lujandecuyo.gob.ar/recursos/dataset/48/analisis-plantas_1.pdf,datasets/48-calidad-del-agua/archivos/analisis-plantas_1.pdf,3049583,200,57473c70d3e49945ec7563379624370f091b0938803fe27c05d219aa47cc7beb
48,calidad-del-agua,Calidad del Agua,Medio Ambiente y Desarrollo Sustentable,Coordinación de la Unidad de Aguas y Servicios Sanitarios,calidad-del-agua_2023_2024.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/48/calidad-del-agua_2023_2024.xlsx,datasets/48-calidad-del-agua/archivos/calidad-del-agua_2023_2024.xlsx,72798,200,978d71bd1389919c054f313494f1582f2ce7b1ed53bf99bd99f1cbcc202a419d
48,calidad-del-agua,Calidad del Agua,Medio Ambiente y Desarrollo Sustentable,Coordinación de la Unidad de Aguas y Servicios Sanitarios,1752757573348-Perforaciones 2024_Cipolletti.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/48/1752757573348-Perforaciones 2024_Cipolletti.xlsx,datasets/48-calidad-del-agua/archivos/Perforaciones 2024_Cipolletti.xlsx,44507,200,d184c4acdd6dad57b1d59be078999714f2fca71976d6da30fde9966795e2b8c4
48,calidad-del-agua,Calidad del Agua,Medio Ambiente y Desarrollo Sustentable,Coordinación de la Unidad de Aguas y Servicios Sanitarios,1752757573350-Lab 2024_ Santa Elena.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/48/1752757573350-Lab 2024_ Santa Elena.xlsx,datasets/48-calidad-del-agua/archivos/Lab 2024_ Santa Elena.xlsx,41663,200,916f7ded41cc86eb3dc38ce5eb49d90b494b3a2e1a6bc70945fd1b0d486e1d11
48,calidad-del-agua,Calidad del Agua,Medio Ambiente y Desarrollo Sustentable,Coordinación de la Unidad de Aguas y Servicios Sanitarios,1752757573353-Lab 2024 Cipolleti.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/48/1752757573353-Lab 2024 Cipolleti.xlsx,datasets/48-calidad-del-agua/archivos/Lab 2024 Cipolleti.xlsx,41641,200,f06c73bca7181e48074d87e5f7d7a7f0d37aeb5a57dc36749609bd4f8a98ec00
48,calidad-del-agua,Calidad del Agua,Medio Ambiente y Desarrollo Sustentable,Coordinación de la Unidad de Aguas y Servicios Sanitarios,1752854054904-Perforaciones 2025_Cipolletti.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/48/1752854054904-Perforaciones 2025_Cipolletti.xlsx,datasets/48-calidad-del-agua/archivos/Perforaciones 2025_Cipolletti.xlsx,44507,200,3a02d17c50249efa46bfd13457f55d81bebd5ef0fc12d3b3102ec856f54ffa65
48,calidad-del-agua,Calidad del Agua,Medio Ambiente y Desarrollo Sustentable,Coordinación de la Unidad de Aguas y Servicios Sanitarios,1752854054906-Lab 2025_ Santa Elena.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/48/1752854054906-Lab 2025_ Santa Elena.xlsx,datasets/48-calidad-del-agua/archivos/Lab 2025_ Santa Elena.xlsx,41663,200,90f3a717b14de3546b65d20088849cb66a4b7033bbdb0442421053914da033ac
48,calidad-del-agua,Calidad del Agua,Medio Ambiente y Desarrollo Sustentable,Coordinación de la Unidad de Aguas y Servicios Sanitarios,1752854054909-Lab 2025 Cipolleti.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/48/1752854054909-Lab 2025 Cipolleti.xlsx,datasets/48-calidad-del-agua/archivos/Lab 2025 Cipolleti.xlsx,41641,200,50df71f297035f17dad719d71af330eb8705e23ece539159f47e26e5f51bdd42
49,voto-electoral,Voto electoral,Gobierno Municipal,Jefe de Gabinete,senadores_provinciales.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/49/senadores_provinciales.xlsx,datasets/49-voto-electoral/archivos/senadores_provinciales.xlsx,39535,200,2d628bd67b39018ab75d17d06e0143bf47807a0bf0d423869401f85cb93b50cd
49,voto-electoral,Voto electoral,Gobierno Municipal,Jefe de Gabinete,consejales.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/49/consejales.xlsx,datasets/49-voto-electoral/archivos/consejales.xlsx,44751,200,dd6842f4dbb603870930118b9517511b71c2482f3f0471cecef04b2fce74dec3
49,voto-electoral,Voto electoral,Gobierno Municipal,Jefe de Gabinete,diputados_nacionales.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/49/diputados_nacionales.xlsx,datasets/49-voto-electoral/archivos/diputados_nacionales.xlsx,35448,200,7b3a091346de31a1fa3a64c55b0aa5a6b1221223282c420c7151077337a1fa12
49,voto-electoral,Voto electoral,Gobierno Municipal,Jefe de Gabinete,diputados_provinciales.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/49/diputados_provinciales.xlsx,datasets/49-voto-electoral/archivos/diputados_provinciales.xlsx,39575,200,68dd989f6b22355d14e1e460ce1b3abfb8e7d4823c38265ee206faaaf0a09f6c
49,voto-electoral,Voto electoral,Gobierno Municipal,Jefe de Gabinete,senadores_nacionales.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/49/senadores_nacionales.xlsx,datasets/49-voto-electoral/archivos/senadores_nacionales.xlsx,36817,200,7d4a80e958286ead3a808ff4fad538c1a3f709886ccc9305038d7fa391b784e5
49,voto-electoral,Voto electoral,Gobierno Municipal,Jefe de Gabinete,resultados_pasos_2023.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/49/resultados_pasos_2023.xlsx,datasets/49-voto-electoral/archivos/resultados_pasos_2023.xlsx,33361,200,221df266591a7d24e806c4c663063deb6e038ce13070b9318502829990ad9f0c
51,seguridad-vial,Seguridad Vial,Movilidad,Secretaria de Gobierno,,,https://datos.lujandecuyo.gob.ar/recursos/dataset/51/,,0,404,
52,tarifaria-2023,Tarifaria 2023,Economía,Secretaria de Gobierno,ordenanza-n-14341-2022-tarifaria-2023-1.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/52/ordenanza-n-14341-2022-tarifaria-2023-1.xlsx,datasets/52-tarifaria-2023/archivos/ordenanza-n-14341-2022-tarifaria-2023-1.xlsx,132252,200,74c98580be857647899f2e7115fc1dc05ee08ebe57cc35c93edb47012c0d4c35
52,tarifaria-2023,Tarifaria 2023,Economía,Secretaria de Gobierno,ordenanza-n-14341-2022-tarifaria-2023.pdf,,https://datos.lujandecuyo.gob.ar/recursos/dataset/52/ordenanza-n-14341-2022-tarifaria-2023.pdf,datasets/52-tarifaria-2023/archivos/ordenanza-n-14341-2022-tarifaria-2023.pdf,2205999,200,221616c209d87a12e87d2950114b2d59eddfbad6626be51fe84f908d687c0747
52,tarifaria-2023,Tarifaria 2023,Economía,Secretaria de Gobierno,ordenanza-n-14341-2022-tarifaria-2023.docx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/52/ordenanza-n-14341-2022-tarifaria-2023.docx,datasets/52-tarifaria-2023/archivos/ordenanza-n-14341-2022-tarifaria-2023.docx,398973,200,392afabd6505761c8677edef334028ddfd17f8a2d6677aa997b942b2db822209
53,barrios-del-departamento-de-lujan-de-cuyo,Barrios del Departamento de Luján de Cuyo,Urbanismo y Territorio,Dirección de Ordenamiento Territorial,barrios.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/53/barrios.xlsx,datasets/53-barrios-del-departamento-de-lujan-de-cuyo/archivos/barrios.xlsx,84191,200,ddb432d9d3d7aada7443c8f9fe3eb984423b8969a0847d17c1da7e6adad17176
53,barrios-del-departamento-de-lujan-de-cuyo,Barrios del Departamento de Luján de Cuyo,Urbanismo y Territorio,Dirección de Ordenamiento Territorial,barrios-2023.kml,,https://datos.lujandecuyo.gob.ar/recursos/dataset/53/barrios-2023.kml,datasets/53-barrios-del-departamento-de-lujan-de-cuyo/archivos/barrios-2023.kml,6043916,200,8afb46accabf564e4388c52ba509019e3e70a2f14b0be2c0ee4f4bc725c9b2d1
54,transporte-pblico,Transporte Público,Urbanismo y Territorio,"Secretaría de Innovación, Gobierno Abierto y Gestión del Territorio",red_lujan.kml,,https://datos.lujandecuyo.gob.ar/recursos/dataset/54/red_lujan.kml,datasets/54-transporte-pblico/archivos/red_lujan.kml,3623223,200,2e99fdc6acbb9749314c999f546dadc2cc9fae8f0ed65441deecc8d4de61189d
54,transporte-pblico,Transporte Público,Urbanismo y Territorio,"Secretaría de Innovación, Gobierno Abierto y Gestión del Territorio",1752583531819-red_transporte_urbano_lujan_de_cuyo.xls,,https://datos.lujandecuyo.gob.ar/recursos/dataset/54/1752583531819-red_transporte_urbano_lujan_de_cuyo.xls,datasets/54-transporte-pblico/archivos/red_transporte_urbano_lujan_de_cuyo.xls,139264,200,81b94d54f7dd345af2ff85020c55d8061dc2926fc31cd096eeca1a509315390b
55,funcionarios-pblicos-municipal,Funcionarios Públicos Municipal,Gobierno Municipal,Secretaría de Economía e Ingresos Públicos,fuera-escala-mayo.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/55/fuera-escala-mayo.xlsx,datasets/55-funcionarios-pblicos-municipal/archivos/fuera-escala-mayo.xlsx,19412,200,916a44377e682e249cf2843cf508b6c2fa3546952fe0a14abdcd513062bdef35
55,funcionarios-pblicos-municipal,Funcionarios Públicos Municipal,Gobierno Municipal,Secretaría de Economía e Ingresos Públicos,fuera-escala-mayo-24.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/55/fuera-escala-mayo-24.xlsx,datasets/55-funcionarios-pblicos-municipal/archivos/fuera-escala-mayo-24.xlsx,19852,200,0787a246b1a9b30996156d9784a23e7b6e36c59f7f3e0c773dde45b3203d29bc
55,funcionarios-pblicos-municipal,Funcionarios Públicos Municipal,Gobierno Municipal,Secretaría de Economía e Ingresos Públicos,ddjj_funcionarios_etica_publica_mdz_2024.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/55/ddjj_funcionarios_etica_publica_mdz_2024.xlsx,datasets/55-funcionarios-pblicos-municipal/archivos/ddjj_funcionarios_etica_publica_mdz_2024.xlsx,12897,200,d03608273eab3881c01ee6725fb56918acf6e133e35c79dbdd222e5b2ae7bdb5
55,funcionarios-pblicos-municipal,Funcionarios Públicos Municipal,Gobierno Municipal,Secretaría de Economía e Ingresos Públicos,ddjj-funcionarios-fuente-etica-publica-mdza-2023.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/55/ddjj-funcionarios-fuente-etica-publica-mdza-2023.xlsx,datasets/55-funcionarios-pblicos-municipal/archivos/ddjj-funcionarios-fuente-etica-publica-mdza-2023.xlsx,13221,200,dd31a067228190b8601ac20831a647b78f544494020cbe9480dbd128352a3e85
55,funcionarios-pblicos-municipal,Funcionarios Públicos Municipal,Gobierno Municipal,Secretaría de Economía e Ingresos Públicos,1752848493795-Nómina Funcionarios Ejecutivo_2025.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/55/1752848493795-Nómina Funcionarios Ejecutivo_2025.xlsx,datasets/55-funcionarios-pblicos-municipal/archivos/Nómina Funcionarios Ejecutivo_2025.xlsx,55116,200,3afcfb6e1541322fbef9b9ad1ab7e9fea81491931f76aab1e659a2282125d601
55,funcionarios-pblicos-municipal,Funcionarios Públicos Municipal,Gobierno Municipal,Secretaría de Economía e Ingresos Públicos,1752848493798-Nómina HCD_2025.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/55/1752848493798-Nómina HCD_2025.xlsx,datasets/55-funcionarios-pblicos-municipal/archivos/Nómina HCD_2025.xlsx,52044,200,d0c3340c9943bc8a6eab6da58ccc8d9cfbef2cec76ec0335933e8338caaeb25c
55,funcionarios-pblicos-municipal,Funcionarios Públicos Municipal,Gobierno Municipal,Secretaría de Economía e Ingresos Públicos,1752848493800-Salarios Medios_2025.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/55/1752848493800-Salarios Medios_2025.xlsx,datasets/55-funcionarios-pblicos-municipal/archivos/Salarios Medios_2025.xlsx,9160,200,70c05a3bb7e0daac049bca8e6fd18294ae02373c6b1137fd20fb9f4f9b60ffff
55,funcionarios-pblicos-municipal,Funcionarios Públicos Municipal,Gobierno Municipal,Secretaría de Economía e Ingresos Públicos,1752848514779-Nómina Funcionarios Ejecutivo_2025.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/55/1752848514779-Nómina Funcionarios Ejecutivo_2025.xlsx,datasets/55-funcionarios-pblicos-municipal/archivos/Nómina Funcionarios Ejecutivo_2025__2.xlsx,55116,200,3afcfb6e1541322fbef9b9ad1ab7e9fea81491931f76aab1e659a2282125d601
55,funcionarios-pblicos-municipal,Funcionarios Públicos Municipal,Gobierno Municipal,Secretaría de Economía e Ingresos Públicos,1752848514782-Nómina HCD_2025.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/55/1752848514782-Nómina HCD_2025.xlsx,datasets/55-funcionarios-pblicos-municipal/archivos/Nómina HCD_2025__2.xlsx,52044,200,d0c3340c9943bc8a6eab6da58ccc8d9cfbef2cec76ec0335933e8338caaeb25c
55,funcionarios-pblicos-municipal,Funcionarios Públicos Municipal,Gobierno Municipal,Secretaría de Economía e Ingresos Públicos,1752848514784-Salarios Medios_2025.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/55/1752848514784-Salarios Medios_2025.xlsx,datasets/55-funcionarios-pblicos-municipal/archivos/Salarios Medios_2025__2.xlsx,9160,200,70c05a3bb7e0daac049bca8e6fd18294ae02373c6b1137fd20fb9f4f9b60ffff
56,gasto-pblico-municipal,Gasto Público Municipal,Economía,Secretaría de Hacienda,ejecucion_2021.pdf,,https://datos.lujandecuyo.gob.ar/recursos/dataset/56/ejecucion_2021.pdf,datasets/56-gasto-pblico-municipal/archivos/ejecucion_2021.pdf,184373,200,a521331d955314b1844f47e45f8c0bfda0c1f3df5e104feb0e51841d8177fb8a
56,gasto-pblico-municipal,Gasto Público Municipal,Economía,Secretaría de Hacienda,ejecucion_2021.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/56/ejecucion_2021.xlsx,datasets/56-gasto-pblico-municipal/archivos/ejecucion_2021.xlsx,17531,200,ca45167cd84688a694e7aecce93aac045ca62909d81a00f9de20bb0b85b8fe44
56,gasto-pblico-municipal,Gasto Público Municipal,Economía,Secretaría de Hacienda,gastosejecucion_2023.xls,,https://datos.lujandecuyo.gob.ar/recursos/dataset/56/gastosejecucion_2023.xls,datasets/56-gasto-pblico-municipal/archivos/gastosejecucion_2023.xls,24064,200,c41b87beb2128c6dfb29c86f9ba7bf7a837fa5a2b389859cbf995d2a87a903a4
56,gasto-pblico-municipal,Gasto Público Municipal,Economía,Secretaría de Hacienda,gastosejecucion2022.xls,,https://datos.lujandecuyo.gob.ar/recursos/dataset/56/gastosejecucion2022.xls,datasets/56-gasto-pblico-municipal/archivos/gastosejecucion2022.xls,65536,200,597d4a3d3c1b93f96e090e76738c451a301ed05761dc36a01883cb7d8528b2fc
56,gasto-pblico-municipal,Gasto Público Municipal,Economía,Secretaría de Hacienda,1752667152288-gastosejecucion_al_04_07_2025.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/56/1752667152288-gastosejecucion_al_04_07_2025.xlsx,datasets/56-gasto-pblico-municipal/archivos/gastosejecucion_al_04_07_2025.xlsx,29927,200,ec80903a84fe40462e02694722dda6402e1f2b41bebb881be91b32e584e6625a
57,informacin-pblica,Información Pública,Gobierno Municipal,"Secretaría de Innovación, Gobierno Abierto y Gestión del Territorio",garantes-hcd.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/57/garantes-hcd.xlsx,datasets/57-informacin-pblica/archivos/garantes-hcd.xlsx,6260,200,e295a8c60c7a6e4d3c4ce525f3997f92d530599735593e7e266b395a64984fda
57,informacin-pblica,Información Pública,Gobierno Municipal,"Secretaría de Innovación, Gobierno Abierto y Gestión del Territorio",apdfreporteticket.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/57/apdfreporteticket.xlsx,datasets/57-informacin-pblica/archivos/apdfreporteticket.xlsx,59137,200,8a789a85e143d61050b1fca9247a2806f3707aab30fda1390db8961d138a4d7c
57,informacin-pblica,Información Pública,Gobierno Municipal,"Secretaría de Innovación, Gobierno Abierto y Gestión del Territorio",exportwwticket-2856.xls,,https://datos.lujandecuyo.gob.ar/recursos/dataset/57/exportwwticket-2856.xls,datasets/57-informacin-pblica/archivos/exportwwticket-2856.xls,77312,200,8e487f577122d09d364dcf31c791ac6c8e47e7ec5227e95d35f68924fa807863
57,informacin-pblica,Información Pública,Gobierno Municipal,"Secretaría de Innovación, Gobierno Abierto y Gestión del Territorio",pedidos-de-informacion-publica-2024-.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/57/pedidos-de-informacion-publica-2024-.xlsx,datasets/57-informacin-pblica/archivos/pedidos-de-informacion-publica-2024-.xlsx,24890,200,04aecdf2f23f919d817fb6e0b4e0f652fa05fdd99cb7cfcb3625070792fb78f9
57,informacin-pblica,Información Pública,Gobierno Municipal,"Secretaría de Innovación, Gobierno Abierto y Gestión del Territorio",1752590003365-Pedidos de acceso a la Informació Pública_2025.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/57/1752590003365-Pedidos de acceso a la Informació Pública_2025.xlsx,datasets/57-informacin-pblica/archivos/Pedidos de acceso a la Informació Pública_2025.xlsx,53064,200,6b563569ff2adfb71c9d31034eeb7aded78edf2333203dbbca15ebb9be3cac6d
58,presupuesto-de-gobierno,Presupuesto de Gobierno,Economía,Secretaría de Hacienda,ordenanza-n-14342-2022-presupuesto-2023.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/58/ordenanza-n-14342-2022-presupuesto-2023.xlsx,datasets/58-presupuesto-de-gobierno/archivos/ordenanza-n-14342-2022-presupuesto-2023.xlsx,62314,200,af11547ab092e85d2534f41bff21fcb7ff586bbecfa423b59483e23a26b6c1eb
58,presupuesto-de-gobierno,Presupuesto de Gobierno,Economía,Secretaría de Hacienda,gastosejecucion_2023.xls,,https://datos.lujandecuyo.gob.ar/recursos/dataset/58/gastosejecucion_2023.xls,datasets/58-presupuesto-de-gobierno/archivos/gastosejecucion_2023.xls,24064,200,8d192daddd015f1a29c38c67bd1891c4ee0307da99d9d5cae5ba6ddd7121a052
58,presupuesto-de-gobierno,Presupuesto de Gobierno,Economía,Secretaría de Hacienda,gastosejecucion_2024-1.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/58/gastosejecucion_2024-1.xlsx,datasets/58-presupuesto-de-gobierno/archivos/gastosejecucion_2024-1.xlsx,12014,200,c8d06443bb2b372fbb23b762a1e2ec4e353f5ac723fb981883790e4a4ac84f4e
58,presupuesto-de-gobierno,Presupuesto de Gobierno,Economía,Secretaría de Hacienda,recursosevolucion_al_30_06_2023.xls,,https://datos.lujandecuyo.gob.ar/recursos/dataset/58/recursosevolucion_al_30_06_2023.xls,datasets/58-presupuesto-de-gobierno/archivos/recursosevolucion_al_30_06_2023.xls,27648,200,4ec1e52eef377b948eaa5b9b378ab19c8cfe5993342686ecde938bf4bc3cca38
58,presupuesto-de-gobierno,Presupuesto de Gobierno,Economía,Secretaría de Hacienda,evolucion_mensual_recursos.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/58/evolucion_mensual_recursos.xlsx,datasets/58-presupuesto-de-gobierno/archivos/evolucion_mensual_recursos.xlsx,130120,200,72254e23924f75f1c5c3658ca5ba87936a356a1a1680f1bc821f8a911740691a
58,presupuesto-de-gobierno,Presupuesto de Gobierno,Economía,Secretaría de Hacienda,"1752679204437-Presupuesto de Ejecutado, devengado de Gastos 2025.xlsx",,"https://datos.lujandecuyo.gob.ar/recursos/dataset/58/1752679204437-Presupuesto de Ejecutado, devengado de Gastos 2025.xlsx","datasets/58-presupuesto-de-gobierno/archivos/Presupuesto de Ejecutado, devengado de Gastos 2025.xlsx",13885,200,c43f3bccfa2cf27020f607b780f583951efcfef5aaeda6303774884723822994
58,presupuesto-de-gobierno,Presupuesto de Gobierno,Economía,Secretaría de Hacienda,"1752679204440-Presupuesto Ejecutado, devengado por Recurso Detalle mensual 2025.xlsx",,"https://datos.lujandecuyo.gob.ar/recursos/dataset/58/1752679204440-Presupuesto Ejecutado, devengado por Recurso Detalle mensual 2025.xlsx","datasets/58-presupuesto-de-gobierno/archivos/Presupuesto Ejecutado, devengado por Recurso Detalle mensual 2025.xlsx",143452,200,ad8dc1703c8b33a04aaa7d44cf5931f792f4e0d427f6ad1ae29b0866c2fa46b5
59,resultado-electorales,Resultado Electorales,Gobierno Municipal,Jefe de Gabinete,senador-provincial.pdf,,https://datos.lujandecuyo.gob.ar/recursos/dataset/59/senador-provincial.pdf,datasets/59-resultado-electorales/archivos/senador-provincial.pdf,2181672,200,ea83bd20722dd461cf835c4b6e389b4adec403a58ed9655eeaf14ac7a8815be3
59,resultado-electorales,Resultado Electorales,Gobierno Municipal,Jefe de Gabinete,gobernador_ldc.pdf,,https://datos.lujandecuyo.gob.ar/recursos/dataset/59/gobernador_ldc.pdf,datasets/59-resultado-electorales/archivos/gobernador_ldc.pdf,2763669,200,ed72b280330f447a0d1cc9420ee52ea7cfe31a7947dd29f39646a6abdbcb60e0
59,resultado-electorales,Resultado Electorales,Gobierno Municipal,Jefe de Gabinete,intendente.pdf,,https://datos.lujandecuyo.gob.ar/recursos/dataset/59/intendente.pdf,datasets/59-resultado-electorales/archivos/intendente.pdf,2072550,200,1eddb7a1b8a6d631936968b157464771cb447c66a77f58a4669c2495b46b5c31
59,resultado-electorales,Resultado Electorales,Gobierno Municipal,Jefe de Gabinete,diputado-provincial.pdf,,https://datos.lujandecuyo.gob.ar/recursos/dataset/59/diputado-provincial.pdf,datasets/59-resultado-electorales/archivos/diputado-provincial.pdf,2188948,200,a3f6253ce7b88423e9b7f64399a0b84b9c407f7b18ae359c4c154ff12337ef04
59,resultado-electorales,Resultado Electorales,Gobierno Municipal,Jefe de Gabinete,escrutinio-definitivo-24-09-07-lujan-de-cuyo.pdf,,https://datos.lujandecuyo.gob.ar/recursos/dataset/59/escrutinio-definitivo-24-09-07-lujan-de-cuyo.pdf,datasets/59-resultado-electorales/archivos/escrutinio-definitivo-24-09-07-lujan-de-cuyo.pdf,2380839,200,50c6b9c6ef8d054ff28477cac0706aa2b8a22f73b9ef824178eedd78f442cf9f
59,resultado-electorales,Resultado Electorales,Gobierno Municipal,Jefe de Gabinete,consejal.pdf,,https://datos.lujandecuyo.gob.ar/recursos/dataset/59/consejal.pdf,datasets/59-resultado-electorales/archivos/consejal.pdf,2075596,200,0e760f8c02e845fc19c450c21ba31f4ad98b951f7f1939955ee5dd2290707344
59,resultado-electorales,Resultado Electorales,Gobierno Municipal,Jefe de Gabinete,resultados_pasos_2023.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/59/resultados_pasos_2023.xlsx,datasets/59-resultado-electorales/archivos/resultados_pasos_2023.xlsx,33361,200,221df266591a7d24e806c4c663063deb6e038ce13070b9318502829990ad9f0c
59,resultado-electorales,Resultado Electorales,Gobierno Municipal,Jefe de Gabinete,escrutinio-definitivo-24-09-07-lujan-de-cuyo_1.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/59/escrutinio-definitivo-24-09-07-lujan-de-cuyo_1.xlsx,datasets/59-resultado-electorales/archivos/escrutinio-definitivo-24-09-07-lujan-de-cuyo_1.xlsx,15547,200,0932e7d78bedffe2c2ec0b8f1936bb713bbdbeb72db6d00a9af99aa2ae4ebe20
60,declaraciones-juradas,Declaraciones Juradas,Gobierno Municipal,Intendencia Municipalidad de Luján de Cuyo,1752492660076-DDJJ 2025.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/60/1752492660076-DDJJ 2025.xlsx,datasets/60-declaraciones-juradas/archivos/DDJJ 2025.xlsx,14830,200,ffdef098faf5feceb69c3df7061ec538488ee0b27128c08d2d5f21bc3ef4c356
60,declaraciones-juradas,Declaraciones Juradas,Gobierno Municipal,Intendencia Municipalidad de Luján de Cuyo,1752495202403-Declaraciones juradas_ HCD_2025.xlsx,,https://datos.lujandecuyo.gob.ar/recursos/dataset/60/1752495202403-Declaraciones juradas_ HCD_2025.xlsx,datasets/60-declaraciones-juradas/archivos/Declaraciones juradas_ HCD_2025.xlsx,10914,200,2a81c13ed3860836f0844cda46ccaea0d94bae25f1d0d28248007e2e52c2d5a4
